,Hour,GHI,T-Td,Td,TARGET,DHI,DNI,WS,RH,T
317,14,772,12.993888870638836,-8.993888870638836,57.52621998,239,533,4.0,38.21,4.0
318,15,847,12.66904430045393,-8.869044300453929,56.58790684,175,672,3.9,39.13,3.8
319,15,804,12.268140149834982,-8.868140149834982,48.8929172,158,646,3.6,40.25,3.4
320,16,868,11.758085602209885,-8.758085602209885,44.29473775,107,761,3.3,41.76,3.0
321,16,790,11.758085602209885,-8.758085602209885,33.877966799999996,85,705,3.3,41.76,3.0
322,17,732,10.358583206335604,-8.558583206335603,25.15073363,72,660,2.6,46.19,1.8
323,17,634,9.359549714090075,-8.559549714090075,16.23554007,57,577,2.1,49.62,0.8
324,18,400,7.619662299185196,-7.719662299185195,6.850902587,36,364,1.6,56.52,-0.1
325,18,72,6.91804556330138,-7.71804556330138,0.7507896209999999,7,65,1.5,59.48,-0.8
326,19,0,6.876539224752795,-8.376539224752795,0.0,0,0,1.3,59.49,-1.5
327,19,0,6.3760871668579355,-8.376087166857936,0.0,0,0,1.1,61.72,-2.0
328,20,0,6.35624784180157,-8.85624784180157,0.0,0,0,0.9,61.69,-2.5
329,20,0,5.856215809440055,-8.856215809440055,0.0,0,0,0.7,64.02,-3.0
330,21,0,5.7078919806620245,-9.107891980662025,0.0,0,0,0.6,64.67,-3.4
331,21,0,5.308023583114248,-9.108023583114248,0.0,0,0,0.6,66.63,-3.8
332,22,0,5.273290379383135,-9.473290379383135,0.0,0,0,0.6,66.72,-4.2
333,22,0,5.073253589321245,-9.473253589321246,0.0,0,0,0.7,67.73,-4.4
334,23,0,5.1307441165936645,-9.730744116593664,0.0,0,0,0.7,67.38,-4.6
335,23,0,4.929488315204055,-9.729488315204055,0.0,0,0,0.7,68.41,-4.8
288,0,0,8.034532196196759,12.465467803803241,0.0,0,0,2.9,60.0,20.5
289,0,0,7.734818793164406,12.465181206835593,0.0,0,0,2.9,61.12,20.2
290,1,0,7.25022897158383,12.54977102841617,0.0,0,0,2.9,63.0,19.8
291,1,0,6.95107182101283,12.54892817898717,0.0,0,0,2.8,64.18,19.5
292,2,0,6.437351731018671,12.762648268981328,0.0,0,0,2.7,66.31,19.2
293,2,0,6.137688864609096,12.762311135390902,0.0,0,0,2.8,67.56,18.9
294,3,0,5.713357424170669,12.886642575829333,0.0,0,0,2.9,69.4,18.6
295,3,0,5.494681030491089,12.90531896950891,0.0,0,0,3.0,70.36,18.4
296,4,0,5.5625381836857954,12.637461816314204,0.0,0,0,3.1,70.01,18.2
297,4,0,5.8617084236825825,12.638291576317418,0.0,0,0,3.3,68.71,18.5
298,5,67,6.558734675835474,12.241265324164527,1.313598827,12,55,3.5,65.7,18.8
299,5,90,7.655338589798555,12.244661410201443,4.128403538,38,52,3.3,61.37,19.9
300,6,157,7.881039395962757,13.018960604037241,8.632021602,74,83,3.1,60.7,20.9
301,6,212,8.879769350347832,13.020230649652166,11.25903485,79,133,2.7,57.1,21.9
302,7,112,8.733622186724505,14.166377813275494,10.22684423,107,5,2.3,57.89,22.9
303,7,295,9.232876246887734,14.167123753112264,22.42387465,186,109,2.2,56.17,23.4
304,8,95,9.738513754164103,14.261486245835897,8.819373703,92,3,2.2,54.51,24.0
305,8,174,9.738513754164103,14.261486245835897,16.04375429,164,10,2.2,54.51,24.0
306,9,140,10.115406705139778,13.78459329486022,13.04142864,135,5,2.3,53.17,23.9
307,9,127,9.916335162001149,13.78366483799885,11.82175267,122,5,2.2,53.81,23.7
308,10,69,10.079917979747485,13.420082020252515,6.473831173,69,0,2.1,53.19,23.5
309,10,97,9.98038324363158,13.419616756368418,9.100903103,94,3,1.9,53.51,23.4
310,11,226,10.173814992715691,13.226185007284307,21.11034225,213,13,1.7,52.84,23.4
311,11,298,10.271600127944927,13.228399872055073,27.86562114,279,19,1.5,52.53,23.5
312,12,179,10.394686491249246,13.105313508750754,16.70060795,169,10,1.4,52.11,23.5
313,12,106,10.296174580026763,13.103825419973235,9.945316792,103,3,1.3,52.42,23.4
314,13,108,10.18664646880622,13.11335353119378,10.13297542,105,3,1.3,52.77,23.3
315,13,137,9.789872265066244,13.110127734933755,12.76009923,131,6,1.3,54.05,22.9
316,14,106,9.382072065956816,13.217927934043185,9.945404253,104,2,1.4,55.43,22.6
317,14,106,8.685061124322385,13.214938875677614,9.945480781,104,2,1.5,57.83,21.9
318,15,95,7.783535296089328,13.516464703910673,8.913461375,94,1,1.7,61.18,21.3
319,15,94,7.0855188427001785,13.514481157299823,8.632050068,89,5,1.8,63.86,20.6
320,16,94,6.204696359065466,13.795303640934534,8.632107000000001,88,6,1.9,67.49,20.0
321,16,247,6.204696359065466,13.795303640934534,19.60989525,167,80,1.9,67.49,20.0
322,17,44,4.982342769565227,13.917657230434772,4.034620534,43,1,1.7,72.84,18.9
323,17,71,4.38543214856591,13.914567851434091,5.34825319,49,22,1.4,75.61,18.3
324,18,13,3.808891576895146,13.991108423104855,1.2197837470000001,13,0,1.1,78.41,17.8
325,18,6,3.309085086186716,13.990914913813285,0.5629802079999999,6,0,0.8,80.92,17.3
326,19,4,2.8374231939862433,14.062576806013755,0.37532178899999996,4,0,0.5,83.38,16.9
327,19,0,2.737455368670947,14.062544631329054,0.0,0,0,0.4,83.91,16.8
328,20,0,2.6217296925884117,14.078270307411588,0.0,0,0,0.4,84.53,16.7
329,20,0,2.6217296925884117,14.078270307411588,0.0,0,0,0.6,84.53,16.7
330,21,0,2.628851720512598,13.971148279487403,0.0,0,0,0.8,84.48,16.6
331,21,0,2.530378981264894,13.969621018735106,0.0,0,0,1.0,85.01,16.5
332,22,0,2.5574811877663794,13.84251881223362,0.0,0,0,1.3,84.85,16.4
333,22,0,2.4577717832394033,13.842228216760597,0.0,0,0,1.3,85.39,16.3
334,23,0,2.371288871321445,13.728711128678556,0.0,0,0,1.4,85.85,16.1
335,23,0,2.371288871321445,13.728711128678556,0.0,0,0,1.5,85.85,16.1
288,0,0,4.704995243322152,-9.304995243322152,0.0,0,0,0.9,69.67,-4.6
289,0,0,4.704995243322152,-9.304995243322152,0.0,0,0,0.7,69.67,-4.6
290,1,0,4.761893158647675,-9.361893158647675,0.0,0,0,0.5,69.36,-4.6
291,1,0,4.562493293084175,-9.362493293084174,0.0,0,0,0.5,70.41,-4.8
292,2,0,4.549653988764295,-9.449653988764295,0.0,0,0,0.4,70.46,-4.9
293,2,0,4.366187848393141,-9.46618784839314,0.0,0,0,0.4,71.44,-5.1
294,3,0,4.400034217496876,-9.600034217496876,0.0,0,0,0.4,71.23,-5.2
295,3,0,4.300268601871161,-9.60026860187116,0.0,0,0,0.4,71.77,-5.3
296,4,0,4.3499516547514485,-9.749951654751449,0.0,0,0,0.4,71.47,-5.4
297,4,0,4.3499516547514485,-9.749951654751449,0.0,0,0,0.5,71.47,-5.4
298,5,0,4.3961799696036366,-9.896179969603637,0.0,0,0,0.6,71.19,-5.5
299,5,0,4.494771477855577,-9.894771477855578,0.0,0,0,0.7,70.66,-5.4
300,6,0,4.581290225210459,-9.98129022521046,0.0,0,0,0.8,70.18,-5.4
301,6,0,5.182653198915131,-9.98265319891513,0.0,0,0,1.0,67.06,-4.8
302,7,218,5.681326498500547,-9.981326498500547,1.783193936,14,204,1.1,64.59,-4.3
303,7,611,7.48120290812532,-9.98120290812532,8.821942858,30,581,1.4,56.48,-2.5
304,8,794,8.633314309015784,-9.233314309015784,17.17427483,38,756,1.6,52.1,-0.6
305,8,905,10.231783159181994,-9.231783159181994,25.62018899,44,861,1.7,46.41,1.0
306,9,973,12.497747455530256,-9.797747455530256,33.40885303,48,925,1.7,39.32,2.7
307,9,1016,13.595286941104884,-9.795286941104884,40.16521414,49,967,1.9,36.39,3.8
308,10,1047,16.49226508219585,-11.49226508219585,45.79524767,50,997,2.0,29.25,5.0
309,10,1067,17.189230060700513,-11.489230060700512,50.11162729,51,1016,2.1,27.87,5.7
310,11,1079,19.36751299539235,-12.86751299539235,53.11410424,51,1028,2.2,23.61,6.5
311,11,1085,19.966503969282076,-12.866503969282077,54.61520286,51,1034,2.2,22.66,7.1
312,12,1086,21.61265968260108,-13.91265968260108,54.614842700000004,50,1036,2.3,19.98,7.7
313,12,1080,21.812634039513146,-13.912634039513145,53.11328697,48,1032,2.3,19.71,7.9
314,13,1069,22.58589440750486,-14.385894407504859,50.20408982,47,1022,2.3,18.58,8.2
315,13,1051,22.58589440750486,-14.385894407504859,45.98131591,46,1005,2.2,18.58,8.2
316,14,1025,22.229049734426148,-14.02904973442615,40.44479012,45,980,2.1,19.13,8.2
317,14,985,21.429126682066325,-14.029126682066325,33.68864807,41,944,1.5,20.2,7.4
318,15,928,15.658305773932264,-9.058305773932265,26.08781758,37,891,0.9,31.74,6.6
319,15,839,14.062858982229463,-9.062858982229463,17.83011692,32,807,0.8,35.44,5.0
320,16,688,16.11068279828149,-12.710682798281493,9.478281453,25,663,0.7,29.67,3.4
321,16,289,16.11068279828149,-12.710682798281493,2.1584205290000003,15,274,0.7,29.67,3.4
322,17,0,15.816320029699165,-15.016320029699164,0.0,0,0,0.9,29.59,0.8
323,17,0,15.114005574047312,-15.014005574047312,0.0,0,0,1.1,31.13,0.1
324,18,0,14.315106147421137,-15.015106147421136,0.0,0,0,1.3,32.99,-0.7
325,18,0,13.91428448932448,-15.01428448932448,0.0,0,0,1.5,33.97,-1.1
326,19,0,13.56302926896209,-15.06302926896209,0.0,0,0,1.7,34.84,-1.5
327,19,0,13.261807675134069,-15.06180767513407,0.0,0,0,1.9,35.62,-1.8
328,20,0,13.124749344893802,-15.224749344893802,0.0,0,0,2.1,35.93,-2.1
329,20,0,13.023425848838588,-15.22342584883859,0.0,0,0,2.2,36.2,-2.2
330,21,0,13.3209222224711,-15.6209222224711,0.0,0,0,2.3,35.29,-2.3
331,21,0,13.221515406425556,-15.621515406425557,0.0,0,0,2.4,35.55,-2.4
332,22,0,13.826209625599896,-16.226209625599896,0.0,0,0,2.4,33.81,-2.4
333,22,0,13.726554525119074,-16.226554525119074,0.0,0,0,2.3,34.06,-2.5
334,23,0,14.255512617148856,-16.755512617148856,0.0,0,0,2.3,32.59,-2.5
335,23,0,14.255512617148856,-16.755512617148856,0.0,0,0,2.1,32.59,-2.5
288,0,0,10.553013356584014,4.046986643415985,0.0,0,0,1.2,49.18,14.6
289,0,0,10.35272346418046,4.047276535819539,0.0,0,0,1.1,49.82,14.4
290,1,0,10.051604157702597,4.048395842297403,0.0,0,0,1.0,50.8,14.1
291,1,0,9.75368546498665,4.046314535013352,0.0,0,0,0.9,51.79,13.8
292,2,0,9.027133098044704,4.472866901955295,0.0,0,0,0.8,54.41,13.5
293,2,0,8.928499302114759,4.471500697885241,0.0,0,0,0.9,54.76,13.4
294,3,0,8.44423031668946,4.7557696833105405,0.0,0,0,0.9,56.59,13.2
295,3,0,8.344313206641367,4.755686793358633,0.0,0,0,0.9,56.96,13.1
296,4,0,7.916962043655051,4.983037956344949,0.0,0,0,0.9,58.63,12.9
297,4,0,7.617502171971825,4.982497828028174,0.0,0,0,0.9,59.79,12.6
298,5,0,7.006622790927338,5.293377209072663,0.0,0,0,0.9,62.31,12.3
299,5,0,7.985645506221915,5.314354493778086,0.0,0,0,1.2,58.45,13.3
300,6,275,8.280982644472392,6.119017355527608,3.659488002,23,252,1.5,57.54,14.4
301,6,555,9.879075859842938,6.1209241401570615,11.54125919,40,515,1.6,51.93,16.0
302,7,717,10.086930607888569,7.513069392111434,20.92402874,51,666,1.8,51.62,17.6
303,7,819,11.78310250799517,7.516897492004829,30.68174683,59,760,1.7,46.42,19.3
304,8,891,13.236459831396612,7.6635401686033875,40.34531836,65,826,1.6,42.47,20.9
305,8,941,14.43419072340264,7.665809276597361,49.35199424,69,872,1.7,39.47,22.1
306,9,966,16.687904002285816,6.512095997714183,57.23260926,78,888,1.8,34.12,23.2
307,9,954,17.682242032267524,6.517757967732477,62.67370937,103,851,2.1,32.14,24.2
308,10,844,19.834939815080048,5.365060184919953,62.39155476,206,638,2.5,27.96,25.2
309,10,1008,20.536166068020698,5.363833931979302,74.40018376,103,905,3.0,26.82,25.9
310,11,915,22.19401850579086,4.505981494209138,71.86638028,195,720,3.4,24.1,26.7
311,11,701,22.689475020609123,4.510524979390874,58.44975041,289,412,3.8,23.41,27.2
312,12,661,23.665494068073148,4.034505931926851,57.22977813,382,279,4.2,21.99,27.7
313,12,843,23.984288699378254,4.015711300621747,69.33224026,298,545,4.5,21.58,28.0
314,13,824,24.662781918239777,3.6372180817602233,66.51745092,283,541,4.8,20.65,28.3
315,13,666,24.563105047891263,3.6368949521087375,54.03962461,300,366,4.8,20.77,28.2
316,14,512,24.662504994489495,3.4374950055105047,42.21850314,298,214,4.8,20.6,28.1
317,14,257,24.16235632850483,3.43764367149517,21.953742300000002,190,67,4.5,21.21,27.6
318,15,198,23.86890705629851,3.3310929437014876,17.16902781,163,35,4.3,21.55,27.2
319,15,135,23.07385674050708,3.326143259492919,11.4461192,108,27,3.9,22.58,26.4
320,16,501,22.576437392024506,3.1235626079754932,26.64526941,123,378,3.6,23.2,25.7
321,16,666,22.576437392024506,3.1235626079754932,26.17616255,84,582,3.6,23.2,25.7
322,17,123,18.530394633912756,4.269605366087245,8.350368231000001,78,45,2.3,29.92,22.8
323,17,36,16.220051258724283,4.279948741275719,3.377762435,36,0,2.4,34.46,20.5
324,18,9,12.371984014469476,5.728015985530525,0.844462887,9,0,2.4,44.25,18.1
325,18,0,10.956461039564955,5.743538960435044,0.0,0,0,2.9,48.39,16.7
326,19,0,8.263367107510664,6.936632892489336,0.0,0,0,3.3,57.81,15.2
327,19,0,7.365945750239606,6.934054249760394,0.0,0,0,2.8,61.25,14.3
328,20,0,6.40639090551122,7.09360909448878,0.0,0,0,2.3,65.22,13.5
329,20,0,5.908652137707899,7.091347862292101,0.0,0,0,1.6,67.37,13.0
330,21,0,6.215463783448028,6.284536216551972,0.0,0,0,1.0,65.86,12.5
331,21,0,5.8160497463094405,6.283950253690559,0.0,0,0,0.9,67.61,12.1
332,22,0,6.108925702401134,5.491074297598866,0.0,0,0,0.8,66.15,11.6
333,22,0,5.809969306007935,5.490030693992066,0.0,0,0,1.1,67.47,11.3
334,23,0,6.161054651451655,4.838945348548345,0.0,0,0,1.3,65.78,11.0
335,23,0,5.8618598453435,4.838140154656499,0.0,0,0,1.5,67.1,10.7
288,0,0,6.548324957421326,6.551675042578673,0.0,0,0,2.5,64.5,13.1
289,0,0,6.365691245521085,6.534308754478915,0.0,0,0,2.8,65.27,12.9
290,1,0,7.221022125084299,5.378977874915701,0.0,0,0,3.1,61.46,12.6
291,1,0,6.721131207106718,5.3788687928932815,0.0,0,0,3.1,63.51,12.1
292,2,0,7.3753147680970885,4.1246852319029115,0.0,0,0,3.1,60.54,11.5
293,2,0,6.776276056736031,4.123723943263969,0.0,0,0,3.2,62.99,10.9
294,3,0,7.325653575424393,2.974346424575607,0.0,0,0,3.2,60.46,10.3
295,3,0,6.92735560134163,2.97264439865837,0.0,0,0,3.2,62.09,9.9
296,4,0,7.325631705992524,2.074368294007477,0.0,0,0,3.2,60.24,9.4
297,4,0,7.424887683119168,2.0751123168808316,0.0,0,0,3.3,59.84,9.5
298,5,157,7.979938745765047,1.6200612542349528,2.064435479,17,140,3.5,57.54,9.6
299,5,364,8.679428458467083,1.6205715415329185,7.600817601,40,324,3.5,54.91,10.3
300,6,552,9.371911219657571,1.6280887803424295,15.76453744,59,493,3.5,52.44,11.0
301,6,769,10.770012504480677,1.6299874955193228,26.8368353,63,706,3.7,47.82,12.4
302,7,858,13.037727316313898,0.7622726836861031,36.78278865,71,787,3.9,41.01,13.8
303,7,921,14.551530687096587,0.7484693129034129,46.63455244,76,845,3.9,37.19,15.3
304,8,969,17.98002476968592,-1.0800247696859209,56.11060746,79,890,3.9,29.41,16.9
305,8,1004,19.074096519683792,-1.0740965196837924,64.92988442,85,919,3.7,27.45,18.0
306,9,1014,21.34620372787307,-2.24620372787307,72.24769724,104,910,3.5,23.51,19.1
307,9,807,22.146418924749113,-2.246418924749115,65.96062926,304,503,3.6,22.37,19.9
308,10,899,22.97564053141194,-2.375640531411941,75.81191799,314,585,3.7,21.22,20.6
309,10,630,23.17589422412494,-2.375894224124938,56.76498706,413,217,4.0,20.96,20.8
310,11,725,23.33014007070509,-2.230140070705091,65.86593307,453,272,4.2,20.8,21.1
311,11,850,23.24184236065017,-2.241842360650171,77.21897793,444,406,4.4,20.91,21.0
312,12,425,22.892074895567184,-1.9920748955671845,39.59470778,372,53,4.6,21.43,20.9
313,12,246,22.59158531955932,-1.991585319559319,22.98752464,227,19,4.7,21.83,20.6
314,13,232,21.970032534680715,-1.6700325346807132,21.58019634,212,20,4.9,22.77,20.3
315,13,392,21.27478208292836,-1.674782082928359,35.18537346,255,137,4.8,23.77,19.6
316,14,612,20.152211275216604,-1.2522112752166057,53.76366433,373,239,4.8,25.61,18.9
317,14,458,19.15491051076886,-1.254910510768861,40.62813708,344,114,4.7,27.26,17.9
318,15,261,17.418411978592037,-0.5184119785920375,23.64527271,228,33,4.6,30.64,16.9
319,15,288,16.20268157162472,-0.5026815716247197,25.14689156,230,58,4.7,33.11,15.7
320,16,216,14.279631546851247,0.22036845314875234,18.01592113,161,55,4.9,37.69,14.5
321,16,346,14.279631546851247,0.22036845314875234,23.36439772,159,187,4.9,37.69,14.5
322,17,164,11.57841936829197,0.42158063170803056,10.50957611,79,85,4.6,45.01,12.0
323,17,29,10.562456519560314,0.4375434804396869,2.6274229069999997,28,1,3.9,48.14,11.0
324,18,31,9.854529447398681,0.14547055260131841,1.782913711,16,15,3.2,50.38,10.0
325,18,124,8.83861788999239,0.16138211000760969,3.002835044,20,104,2.4,53.94,9.0
326,19,3,7.344084841435329,0.5559151585646712,0.281519189,3,0,1.7,59.79,7.9
327,19,0,6.745283996590127,0.5547160034098737,0.0,0,0,1.3,62.28,7.3
328,20,0,6.412865512747503,0.28713448725249663,0.0,0,0,0.9,63.65,6.7
329,20,0,6.013847648316337,0.28615235168366265,0.0,0,0,0.7,65.42,6.3
330,21,0,5.993237403862649,0.006762596137350771,0.0,0,0,0.5,65.45,6.0
331,21,0,5.592263880646529,0.00773611935347028,0.0,0,0,0.6,67.29,5.6
332,22,0,5.807226382406196,-0.6072263824061955,0.0,0,0,0.7,66.16,5.2
333,22,0,5.406683776966784,-0.6066837769667843,0.0,0,0,0.8,68.03,4.8
334,23,0,5.716782323841121,-1.3167823238411214,0.0,0,0,0.9,66.42,4.4
335,23,0,5.3341698314529875,-1.3341698314529873,0.0,0,0,1.0,68.22,4.0
288,0,0,3.270474884128101,-4.870474884128101,0.0,0,0,1.6,78.39,-1.6
289,0,0,3.4701306340496756,-4.8701306340496755,0.0,0,0,1.5,77.25,-1.4
290,1,0,3.2193594913258474,-4.519359491325847,0.0,0,0,1.3,78.74,-1.3
291,1,0,3.2193594913258474,-4.519359491325847,0.0,0,0,1.1,78.74,-1.3
292,2,0,3.095849436106418,-4.295849436106418,0.0,0,0,0.9,79.49,-1.2
293,2,0,2.9965488501073096,-4.2965488501073095,0.0,0,0,0.8,80.07,-1.3
294,3,0,2.846937216791574,-4.246937216791574,0.0,0,0,0.7,80.96,-1.4
295,3,0,2.747916982741609,-4.247916982741609,0.0,0,0,0.8,81.55,-1.5
296,4,0,2.562363261870978,-4.162363261870978,0.0,0,0,0.8,82.68,-1.6
297,4,0,2.562363261870978,-4.162363261870978,0.0,0,0,0.9,82.68,-1.6
298,5,0,2.4247510906879612,-3.9247510906879612,0.0,0,0,1.0,83.55,-1.5
299,5,11,3.5246563754894815,-3.9246563754894814,0.18769658,2,9,1.2,77.1,-0.4
300,6,243,3.7658707896947883,-3.0658707896947885,4.223121999,30,213,1.3,75.91,0.7
301,6,512,5.464869808110868,-3.0648698081108683,12.19990229,52,460,1.4,67.22,2.4
302,7,609,5.919875272824236,-1.819875272824237,20.08254086,71,538,1.4,65.37,4.1
303,7,781,7.618542097024533,-1.8185420970245334,31.34319311,81,700,1.3,58.08,5.8
304,8,875,8.516849881908374,-1.0168498819083736,41.47734285,86,789,1.2,54.81,7.5
305,8,931,9.915511854518686,-1.0155118545186848,50.76673576,92,839,1.0,49.85,8.9
306,9,974,11.020094535923835,-0.6200945359238341,59.39891671,98,876,0.9,46.4,10.4
307,9,993,12.216757234356281,-0.6167572343562818,66.43582679,107,886,0.9,42.86,11.6
308,10,917,13.087566387926397,-0.2875663879263966,67.748636,183,734,0.9,40.57,12.8
309,10,781,14.001478936920453,-0.30147893692045397,63.90078216,327,454,1.0,38.22,13.7
310,11,682,14.586605728384795,0.11339427161520471,59.02077854,400,282,1.1,36.92,14.7
311,11,553,15.28495759646856,0.11504240353144007,49.91862098,429,124,1.2,35.3,15.4
312,12,707,15.599134270400024,0.5008657295999772,62.116302299999994,420,287,1.3,34.71,16.1
313,12,657,15.998067896184004,0.5019321038159951,57.70597878,401,256,1.3,33.84,16.5
314,13,464,15.959887185711603,0.9401128142883962,41.75454903,361,103,1.4,34.05,16.9
315,13,706,15.959887185711603,0.9401128142883962,59.67616446,377,329,1.5,34.05,16.9
316,14,594,15.505079010002733,1.394920989997266,50.10545884,361,233,1.6,35.18,16.9
317,14,391,15.002986442323538,1.3970135576764615,34.34213244,311,80,1.6,36.32,16.4
318,15,585,13.97441157528027,1.9255884247197301,44.19462644,280,305,1.6,38.94,15.9
319,15,599,13.17687864765197,1.9231213523480304,40.53555521,228,371,1.6,40.98,15.1
320,16,666,11.868023610071669,2.4319763899283324,36.7825865,150,516,1.5,44.74,14.3
321,16,684,11.868023610071669,2.4319763899283324,30.21426749,100,584,1.5,44.74,14.3
322,17,528,8.39321367302495,3.7067863269750485,20.17461054,90,438,1.2,56.51,12.1
323,17,372,7.295218554059489,3.704781445940511,11.35422042,62,310,1.4,60.76,11.0
324,18,193,6.036825336960103,3.7631746630398983,4.410375191,32,161,1.6,66.09,9.8
325,18,19,5.438097276583005,3.761902723416994,0.375353555,4,15,2.1,68.8,9.2
326,19,0,5.108753250138805,3.391246749861195,0.0,0,0,2.6,70.27,8.5
327,19,0,4.809280772636713,3.390719227363286,0.0,0,0,2.9,71.71,8.2
328,20,0,4.23222953629212,3.56777046370788,0.0,0,0,3.1,74.61,7.8
329,20,0,4.051593692038304,3.5484063079616956,0.0,0,0,3.0,75.53,7.6
330,21,0,3.622706889290303,3.777293110709697,0.0,0,0,2.8,77.81,7.4
331,21,0,3.541450304546009,3.7585496954539908,0.0,0,0,2.6,78.24,7.3
332,22,0,3.3184754628242445,3.8815245371757556,0.0,0,0,2.4,79.46,7.2
333,22,0,3.4182657188183025,3.8817342811816973,0.0,0,0,2.4,78.92,7.3
334,23,0,3.3903041039255957,4.009695896074405,0.0,0,0,2.5,79.09,7.4
335,23,0,3.3903041039255957,4.009695896074405,0.0,0,0,2.4,79.09,7.4
288,0,0,9.179742378430415,-14.379742378430414,0.0,0,0,2.1,48.55,-5.2
289,0,0,9.179742378430415,-14.379742378430414,0.0,0,0,2.1,48.55,-5.2
290,1,0,9.278210850324612,-14.478210850324611,0.0,0,0,2.1,48.16,-5.2
291,1,0,9.278210850324612,-14.478210850324611,0.0,0,0,2.0,48.16,-5.2
292,2,0,9.405499757281351,-14.605499757281352,0.0,0,0,1.9,47.66,-5.2
293,2,0,9.303519508326975,-14.603519508326974,0.0,0,0,1.9,48.03,-5.3
294,3,0,9.418123682225772,-14.818123682225773,0.0,0,0,1.9,47.55,-5.4
295,3,0,9.318624741244324,-14.818624741244324,0.0,0,0,2.0,47.91,-5.5
296,4,0,9.39994349774695,-15.09994349774695,0.0,0,0,2.0,47.53,-5.7
